"N200_latencies","N200_amplitudes","RT","accuracy","condition","EEG_session","experiment","session","subject","spf"
0.25,1.6702,0.781,1,0,23,1,1,9,"low"
0.193,2.7315,1.329,0,0,23,1,1,9,"high"
0.192,2.7176,1.022,0,1,23,1,1,9,"high"
0.194,2.129,1.229,0,0,23,1,1,9,"high"
0.246,2.0958,1.167,1,0,23,1,1,9,"high"
0.159,2.093,0.541,1,2,23,1,1,9,"low"
0.233,5.4893,1.05,0,0,23,1,1,9,"low"
0.179,0.8663,0.796,1,2,23,1,1,9,"low"
0.178,1.6163,0.951,0,1,23,1,1,9,"high"
0.27,1.5972,1.46,1,0,23,1,1,9,"low"
0.236,-2.0482,1.221,1,1,23,1,1,9,"low"
0.181,1.3192,0.946,1,1,23,1,1,9,"high"
0.175,1.7014,0.805,0,1,23,1,1,9,"high"
0.159,1.3518,1.292,0,2,23,1,1,9,"low"
0.243,0.1938,1.159,0,1,23,1,1,9,"high"
0.195,0.8117,1.03,1,0,23,1,1,9,"low"
0.263,1.6456,1.181,0,0,23,1,1,9,"low"
0.165,1.024,0.923,0,2,23,1,1,9,"high"
0.213,1.1338,0.844,0,1,23,1,1,9,"low"
0.152,1.3345,0.688,1,2,23,1,1,9,"high"
0.184,1.9462,0.824,1,1,23,1,1,9,"low"
0.251,2.4251,0.703,0,0,23,1,1,9,"high"
0.236,1.5899,0.785,1,2,23,1,1,9,"high"
0.165,1.0306,0.747,0,2,23,1,1,9,"high"
0.185,1.7398,0.789,1,2,23,1,1,9,"low"
0.173,1.2295,0.716,0,1,23,1,1,9,"high"
0.17,2.3469,1.399,1,1,23,1,1,9,"low"
0.234,0.7436,0.745,0,1,23,1,1,9,"high"
0.167,1.146,0.865,0,2,23,1,1,9,"high"
0.217,3.0558,1.089,0,0,23,1,1,9,"low"
0.176,1.653,0.747,1,1,23,1,1,9,"high"
0.18,1.4604,1.437,1,2,23,1,1,9,"high"
0.175,1.5654,0.858,1,2,23,1,1,9,"low"
0.173,0.2752,0.939,1,2,23,1,1,9,"low"
0.223,2.3663,0.767,1,1,23,1,1,9,"low"
0.211,1.0477,0.889,0,1,23,1,1,9,"high"
0.155,1.3278,0.592,1,2,23,1,1,9,"high"
0.242,2.8369,1.372,1,0,23,1,1,9,"low"
0.182,1.2264,1.325,1,1,23,1,1,9,"low"
0.201,0.6995,0.98,0,0,23,1,1,9,"low"
0.217,1.7418,1.056,0,1,23,1,1,9,"high"
0.185,2.1311,1.289,0,1,23,1,1,9,"high"
0.193,4.6683,0.92,1,0,23,1,1,9,"low"
0.16,0.9408,1.261,0,2,23,1,1,9,"high"
0.27,1.6171,0.866,0,1,23,1,1,9,"high"
0.224,1.6137,0.927,0,1,23,1,1,9,"high"
0.238,1.7208,1.064,1,0,23,1,1,9,"high"
0.202,1.3178,0.988,0,1,23,1,1,9,"high"
0.17,2.1979,1.007,0,1,23,1,1,9,"high"
0.224,1.1785,1.002,0,1,23,1,1,9,"high"
0.169,0.0253,0.762,1,2,23,1,1,9,"high"
0.208,2.812,1.461,1,0,23,1,1,9,"high"
0.235,0.0355,0.841,0,0,23,1,1,9,"high"
0.21,1.6747,0.943,1,1,23,1,1,9,"low"
0.163,1.4189,0.573,1,2,23,1,1,9,"high"
0.256,2.1314,1.167,1,0,23,1,1,9,"high"
0.227,-0.4291,0.88,0,0,23,1,1,9,"high"
0.188,2.1309,0.991,1,1,23,1,1,9,"low"
0.174,1.0925,1.002,1,2,23,1,1,9,"low"
0.158,1.8537,0.935,1,2,23,1,1,9,"low"
0.261,0.8423,0.854,0,2,25,1,1,10,"high"
0.234,1.7284,1.155,1,2,25,1,1,10,"high"
0.214,0.7834,1.098,1,2,25,1,1,10,"low"
0.182,1.9064,1.235,1,0,25,1,1,10,"low"
0.214,1.0859,0.629,1,1,25,1,1,10,"low"
0.194,0.6983,1.16,1,2,25,1,1,10,"high"
0.229,-0.3708,1.402,0,0,25,1,1,10,"high"
0.206,3.6858,0.888,1,0,25,1,1,10,"low"
0.213,0.5166,0.71,1,2,25,1,1,10,"low"
0.252,3.2081,0.796,1,0,25,1,1,10,"low"
0.259,2.9513,0.922,0,0,25,1,1,10,"high"
0.271,1.4764,1.034,1,1,25,1,1,10,"low"
0.246,1.2795,1.193,1,1,25,1,1,10,"low"
0.242,-0.6016,0.732,0,2,25,1,1,10,"high"
0.242,1.8014,0.773,1,1,25,1,1,10,"low"
0.266,1.6553,1.29,0,1,25,1,1,10,"low"
0.232,0.9934,1.274,1,1,25,1,1,10,"low"
0.234,1.2612,0.99,1,2,25,1,1,10,"low"
0.246,3.3554,1.007,1,0,25,1,1,10,"low"
0.23,1.1286,0.7,1,2,25,1,1,10,"low"
0.248,1.0748,1.144,0,1,25,1,1,10,"low"
0.225,1.3713,0.675,0,2,25,1,1,10,"high"
0.193,-0.1748,1.105,0,1,25,1,1,10,"high"
0.155,1.3902,1.352,1,2,25,1,1,10,"low"
0.232,1.6562,1.02,1,1,25,1,1,10,"low"
0.214,1.2454,1.114,1,2,25,1,1,10,"low"
0.215,0.8695,1.524,0,2,25,1,1,10,"high"
0.198,0.2863,1.698,1,2,25,1,1,10,"low"
0.25,0.7731,1.096,1,1,25,1,1,10,"low"
0.22,1.0029,1.039,0,1,25,1,1,10,"high"
0.18,1.3698,1.127,1,0,25,1,1,10,"high"
0.213,1.6807,0.833,0,1,25,1,1,10,"low"
0.226,1.2038,1.223,0,1,25,1,1,10,"low"
0.185,1.4081,1.245,0,2,25,1,1,10,"high"
0.216,-0.7852,1.319,0,0,25,1,1,10,"high"
0.212,1.0233,0.998,0,2,25,1,1,10,"high"
0.208,1.1968,0.983,1,0,25,1,1,10,"high"
0.233,0.1301,1.172,1,2,25,1,1,10,"low"
0.22,0.6467,1.086,0,2,25,1,1,10,"low"
0.183,0.9283,1.716,0,2,25,1,1,10,"low"
0.217,-0.1891,0.53,1,0,25,1,1,10,"low"
0.161,0.5107,1.03,0,2,25,1,1,10,"high"
0.165,-0.5975,0.972,0,0,25,1,1,10,"high"
0.207,-0.1405,1.11,0,1,25,1,1,10,"high"
0.207,0.8191,1.091,1,1,25,1,1,10,"low"
0.268,6.1967,1.019,0,0,25,1,1,10,"high"
0.204,0.4607,1.43,0,1,25,1,1,10,"high"
0.232,2.5913,1.212,1,2,25,1,1,10,"low"
0.171,0.6089,0.871,0,2,25,1,1,10,"high"
0.215,0.9895,1.079,0,1,25,1,1,10,"low"
0.197,2.1781,0.976,1,0,25,1,1,10,"low"
0.219,0.4855,1.089,1,2,25,1,1,10,"low"
0.156,1.3918,0.824,1,2,25,1,1,10,"low"
0.219,0.9072,0.985,0,1,25,1,1,10,"low"
0.239,0.4826,1.365,0,2,25,1,1,10,"low"
0.223,0.9796,1.124,1,1,25,1,1,10,"high"
0.225,0.3723,1.372,0,1,25,1,1,10,"high"
0.24,2.517,1.107,1,0,25,1,1,10,"low"
0.237,0.9769,1.311,1,2,25,1,1,10,"low"
0.2,0.8588,0.722,1,0,25,1,1,10,"low"
0.245,1.1642,0.695,0,1,25,1,1,10,"high"
0.155,-1.2892,1.005,1,0,25,1,1,10,"low"
0.171,1.4814,1.009,0,0,25,1,1,10,"high"
0.259,2.5947,1.382,0,1,25,1,1,10,"high"
0.246,2.0249,1.144,0,0,25,1,1,10,"high"
0.155,-3.0228,1.003,1,0,25,1,1,10,"low"
0.265,1.4432,0.84,1,1,25,1,1,10,"high"
0.157,0.9092,1.171,1,2,25,1,1,10,"low"
0.248,1.8892,1.23,0,1,25,1,1,10,"low"
0.175,2.0414,0.851,1,2,25,1,1,10,"low"
0.224,1.133,1.273,1,1,25,1,1,10,"low"
0.255,2.0164,1.044,0,1,25,1,1,10,"high"
0.203,1.3852,1.322,1,2,25,1,1,10,"low"
0.215,0.9411,0.807,0,1,25,1,1,10,"low"
0.172,1.2157,0.98,0,1,25,1,1,10,"high"
0.229,0.7053,0.894,0,1,25,1,1,10,"high"
0.27,6.877,0.852,1,0,25,1,1,10,"high"
0.188,1.3764,0.954,0,1,25,1,1,10,"high"
0.16,1.7399,1.406,0,2,25,1,1,10,"low"
0.202,1.4015,0.817,1,2,25,1,1,10,"high"
0.192,0.9722,0.877,1,1,25,1,1,10,"low"
0.196,3.4019,1.005,0,0,25,1,1,10,"high"
0.202,0.9258,1.09,1,2,25,1,1,10,"low"
0.246,0.7588,0.849,0,1,25,1,1,10,"low"
0.267,2.0286,0.799,0,1,25,1,1,10,"high"
0.152,0.8463,1.18,1,2,25,1,1,10,"low"
0.233,2.5097,1.1,1,2,25,1,1,10,"high"
0.206,2.6445,1.116,1,0,25,1,1,10,"high"
0.188,0.5675,0.771,1,2,25,1,1,10,"high"
0.179,4.4863,0.874,1,0,25,1,1,10,"low"
0.209,0.9695,0.859,1,2,25,1,1,10,"low"
0.198,1.6583,0.953,1,2,25,1,1,10,"low"
0.244,0.9903,0.902,1,1,25,1,1,10,"low"
0.233,2.0856,0.557,1,1,25,1,1,10,"high"
0.264,1.037,0.941,1,1,25,1,1,10,"low"
0.26,5.2131,0.943,1,0,25,1,1,10,"low"
0.257,1.8615,0.754,1,1,25,1,1,10,"high"
0.172,0.482,0.766,0,1,25,1,1,10,"high"
0.214,0.79,1.319,0,2,25,1,1,10,"high"
0.231,0.6484,1.079,1,2,25,1,1,10,"low"
0.254,1.2541,0.759,1,1,25,1,1,10,"low"
0.193,2.1944,1.013,1,2,25,1,1,10,"high"
0.208,1.6186,0.635,1,2,25,1,1,10,"low"
0.237,0.7849,1.098,1,2,25,1,1,10,"low"
0.163,1.2371,1.157,0,2,25,1,1,10,"high"
0.228,0.5765,1.089,0,1,25,1,1,10,"high"
0.176,3.5296,1.003,1,0,25,1,1,10,"low"
0.173,4.1485,0.736,0,0,25,1,1,10,"high"
0.21,5.779,0.307,0,0,25,1,1,10,"high"
0.179,3.172,0.214,1,0,25,1,1,10,"high"
0.272,0.9936,0.795,0,0,25,1,1,10,"low"
0.195,0.6707,0.915,1,1,25,1,1,10,"low"
0.167,0.9776,0.868,1,2,25,1,1,10,"low"
0.223,1.9416,1.161,1,1,25,1,1,10,"low"
0.249,1.9604,0.789,0,1,25,1,1,10,"low"
0.26,1.4646,1.323,1,1,25,1,1,10,"low"
0.206,5.0121,0.924,0,0,25,1,1,10,"low"
0.19,1.1419,0.897,0,0,25,1,1,10,"low"
0.241,5.2644,0.417,0,0,25,1,1,10,"high"
0.194,1.3202,1.366,1,2,25,1,1,10,"low"
0.241,2.5548,1.341,1,1,25,1,1,10,"low"
0.251,1.4836,0.883,1,1,25,1,1,10,"low"
0.188,1.6049,0.989,1,0,25,1,1,10,"low"
0.264,3.1293,0.598,0,0,25,1,1,10,"high"
0.187,0.8777,0.942,0,2,25,1,1,10,"high"
0.171,1.5025,0.931,0,2,25,1,1,10,"high"
0.203,1.1251,0.638,1,1,25,1,1,10,"low"
0.255,0.2802,0.811,1,1,25,1,1,10,"high"
0.186,1.3173,0.893,1,1,25,1,1,10,"high"
0.21,2.0323,0.864,1,1,25,1,1,10,"high"
0.22,0.7657,1.103,0,2,25,1,1,10,"high"
0.225,1.2949,1.251,1,2,25,1,1,10,"low"
0.193,1.3898,0.906,1,2,25,1,1,10,"high"
0.193,1.6529,0.901,1,0,25,1,1,10,"low"
0.248,1.2471,0.912,0,1,25,1,1,10,"high"
0.211,1.3799,0.734,0,1,25,1,1,10,"high"
0.217,0.6354,0.966,1,1,25,1,1,10,"low"
0.218,1.5154,1.11,0,0,25,1,1,10,"low"
0.185,2.1468,1.226,0,2,25,1,1,10,"low"
0.203,0.7732,0.958,1,1,25,1,1,10,"high"
0.247,1.2887,1.208,1,2,25,1,1,10,"high"
0.243,1.361,1.034,0,1,25,1,1,10,"high"
0.249,1.5643,1.006,1,1,25,1,1,10,"low"
0.161,1.9758,0.864,1,0,25,1,1,10,"low"
0.156,-1.1467,1.023,1,0,25,1,1,10,"low"
0.189,1.1714,1.321,1,2,25,1,1,10,"high"
0.241,1.4972,0.978,1,1,25,1,1,10,"low"
0.248,-0.5723,0.824,1,0,25,1,1,10,"high"
0.198,1.3595,0.964,1,1,25,1,1,10,"low"
0.254,2.0839,0.928,1,1,25,1,1,10,"high"
0.216,3.1101,1.383,0,2,25,1,1,10,"low"
0.171,4.1939,0.92,0,0,25,1,1,10,"high"
0.246,1.588,0.972,0,1,25,1,1,10,"high"
0.23,3.2059,1.103,1,0,25,1,1,10,"low"
0.155,1.0511,0.884,1,2,25,1,1,10,"high"
0.179,2.9665,1.149,0,2,25,1,1,10,"high"
0.263,1.5638,1.333,0,0,25,1,1,10,"high"
0.232,2.8242,1.111,1,0,25,1,1,10,"high"
0.256,2.5441,1.195,1,1,25,1,1,10,"high"
0.216,1.5152,1.223,1,2,25,1,1,10,"low"
0.221,2.0378,1.133,1,1,25,1,1,10,"high"
0.177,1.9025,1.171,0,2,25,1,1,10,"high"
0.223,0.5091,0.753,1,0,25,1,1,10,"low"
0.241,1.531,1.002,0,1,25,1,1,10,"high"
0.23,1.4038,1.163,1,1,25,1,1,10,"low"
0.211,-0.0444,0.822,1,0,25,1,1,10,"low"
0.18,1.3688,1.24,0,2,25,1,1,10,"high"
0.229,4.6078,0.906,1,0,25,1,1,10,"low"
0.207,1.134,1.028,1,1,25,1,1,10,"low"
0.227,0.625,1.4,1,0,25,1,1,10,"low"
0.169,-0.6796,1.218,0,0,25,1,1,10,"high"
0.177,1.7433,1.337,0,2,25,1,1,10,"high"
0.241,2.2025,1.073,0,1,25,1,1,10,"high"
0.242,2.7675,1.092,0,1,25,1,1,10,"high"
0.151,0.1865,0.93,1,1,25,1,1,10,"low"
0.165,0.8143,0.766,0,0,25,1,1,10,"low"
0.21,1.9546,1.106,0,2,25,1,1,10,"high"
0.227,0.6539,1.066,0,2,25,1,1,10,"high"
0.257,1.3568,1.089,0,2,25,1,1,10,"low"
0.238,1.1569,1.005,0,1,25,1,1,10,"high"
0.233,1.9362,1.302,1,1,25,1,1,10,"low"
0.186,1.3876,0.925,1,0,25,1,1,10,"low"
0.183,1.2911,1.138,0,2,25,1,1,10,"high"
0.227,-0.0596,1.482,0,2,25,1,1,10,"high"
0.188,0.5924,0.963,0,2,25,1,1,10,"high"
0.243,-0.4982,0.815,1,1,25,1,1,10,"high"
0.231,1.7619,1.036,0,1,25,1,1,10,"high"
0.244,1.9321,0.836,0,1,25,1,1,10,"low"
0.188,1.0444,1.159,0,2,25,1,1,10,"high"
0.252,0.7938,0.89,1,1,25,1,1,10,"low"
0.189,0.8882,1.082,0,2,25,1,1,10,"low"
0.263,1.0184,0.789,1,1,25,1,1,10,"low"
0.192,1.1428,1.142,0,2,25,1,1,10,"low"
0.218,1.3407,0.959,0,1,25,1,1,10,"low"
0.18,2.751,1.104,0,2,25,1,1,10,"high"
0.181,2.0966,1.377,0,2,25,1,1,10,"high"
0.243,2.237,0.742,1,1,25,1,1,10,"low"
0.234,0.687,0.714,0,1,25,1,1,10,"high"
0.196,0.4071,1.009,0,1,25,1,1,10,"low"
0.261,1.1706,1.182,0,2,25,1,1,10,"high"
0.249,2.1831,0.698,1,0,25,1,1,10,"low"
0.168,0.795,1.148,0,2,25,1,1,10,"low"
0.248,0.6631,0.915,0,1,25,1,1,10,"high"
0.218,1.1468,0.853,1,2,25,1,1,10,"low"
0.244,1.1093,0.897,0,1,25,1,1,10,"high"
0.228,2.3776,0.719,1,0,25,1,1,10,"low"
0.21,1.6464,1.166,0,1,25,1,1,10,"high"
0.219,0.3132,1.048,1,2,25,1,1,10,"high"
0.243,1.4866,1.06,0,1,25,1,1,10,"high"
0.267,7.4845,0.839,0,0,25,1,1,10,"high"
0.247,1.3208,0.729,0,1,25,1,1,10,"high"
0.185,1.1492,1.089,1,2,25,1,1,10,"low"
0.249,1.565,1.176,1,1,25,1,1,10,"low"
0.207,1.8645,1.191,1,2,25,1,1,10,"low"
0.233,1.4681,1.018,0,2,25,1,1,10,"high"
0.233,1.5088,1.143,1,2,25,1,1,10,"high"
0.268,3.6402,1.293,1,0,25,1,1,10,"high"
0.208,1.1448,1.093,1,2,25,1,1,10,"low"
0.244,1.4747,1.212,0,1,25,1,1,10,"high"
0.164,1.3366,0.963,0,2,25,1,1,10,"low"
0.177,1.9498,1.118,0,2,25,1,1,10,"high"
0.186,1.781,1.331,1,2,25,1,1,10,"low"
0.17,0.3219,1.23,0,2,25,1,1,10,"high"
0.233,1.1187,1.065,0,1,25,1,1,10,"high"
0.249,1.2488,0.943,1,1,25,1,1,10,"low"
0.212,0.7257,0.915,0,1,25,1,1,10,"high"
0.264,1.5267,1.065,1,0,25,1,1,10,"low"
0.228,1.1834,0.865,0,0,25,1,1,10,"high"
0.248,0.8062,1.089,1,1,25,1,1,10,"low"
0.163,1.5283,0.906,1,2,25,1,1,10,"high"
0.218,1.014,0.856,0,1,25,1,1,10,"high"
0.181,1.3245,0.671,0,2,25,1,1,10,"low"
0.2,0.8393,1.154,0,2,25,1,1,10,"high"
0.214,1.1889,0.875,0,1,25,1,1,10,"high"
0.235,0.4762,0.974,1,1,25,1,1,10,"low"
0.264,3.584,0.912,1,0,25,1,1,10,"low"
0.152,1.5479,1.114,1,2,25,1,1,10,"low"
0.208,1.0251,1.282,0,1,25,1,1,10,"low"
0.223,1.2414,1.057,1,1,25,1,1,10,"low"
0.232,0.6133,0.915,1,2,25,1,1,10,"high"
0.181,1.1202,0.839,0,1,25,1,1,10,"high"
0.241,1.1499,1.258,1,2,25,1,1,10,"low"
0.202,0.745,1.102,0,2,25,1,1,10,"high"
0.245,-5.8169,0.88,1,0,25,1,1,10,"low"
0.167,1.235,1.235,1,2,25,1,1,10,"high"
0.214,1.3735,1.022,1,2,25,1,1,10,"low"
0.227,1.9186,0.964,1,1,25,1,1,10,"low"
0.217,1.5257,0.774,1,1,25,1,1,10,"high"
0.177,0.8253,1.25,0,2,25,1,1,10,"high"
0.202,1.7736,0.636,1,2,25,1,1,10,"low"
0.235,1.332,0.888,0,2,25,1,1,10,"high"
0.227,2.1217,0.85,0,1,25,1,1,10,"high"
0.225,2.9568,0.666,1,0,25,1,1,10,"low"
0.175,0.6215,0.65,0,0,25,1,1,10,"high"
0.17,0.8037,0.982,1,2,25,1,1,10,"low"
0.158,1.312,1.653,1,0,25,1,1,10,"low"
0.258,-0.8609,0.983,1,0,25,1,1,10,"low"
0.235,1.9239,1.051,0,2,25,1,1,10,"high"
0.208,1.0528,1.02,1,2,26,1,2,10,"high"
0.222,1.002,1.49,1,2,26,1,2,10,"low"
0.217,0.6605,0.868,0,1,26,1,2,10,"low"
0.234,0.9651,1.025,0,1,26,1,2,10,"high"
0.216,0.5636,1.004,1,1,26,1,2,10,"low"
0.194,1.1897,0.914,1,2,26,1,2,10,"high"
0.255,1.6249,0.796,1,1,26,1,2,10,"low"
0.202,1.0009,1.027,0,2,26,1,2,10,"low"
0.175,1.0993,0.644,1,2,26,1,2,10,"low"
0.184,0.5192,0.744,1,1,26,1,2,10,"high"
0.213,0.6107,0.654,1,2,26,1,2,10,"high"
0.167,0.9616,0.724,0,2,26,1,2,10,"high"
0.27,1.736,1.027,0,0,26,1,2,10,"high"
0.266,1.0131,0.84,1,0,26,1,2,10,"high"
0.244,2.8411,1.002,1,0,26,1,2,10,"low"
0.238,1.8581,1.364,0,1,26,1,2,10,"low"
0.21,0.1732,0.614,1,1,26,1,2,10,"low"
0.244,0.6045,1.187,0,0,26,1,2,10,"high"
0.257,1.3038,1.028,0,0,26,1,2,10,"low"
0.272,2.987,0.884,0,0,26,1,2,10,"low"
0.183,0.958,0.857,0,2,26,1,2,10,"high"
0.19,0.6314,0.956,0,2,26,1,2,10,"high"
0.241,2.974,1.043,0,0,26,1,2,10,"high"
0.222,2.8751,0.57,0,0,26,1,2,10,"high"
0.203,1.069,1.265,1,2,26,1,2,10,"high"
0.199,1.1446,0.856,1,1,26,1,2,10,"low"
0.222,0.8142,1.026,1,1,26,1,2,10,"high"
0.196,0.5554,1.274,1,1,26,1,2,10,"high"
0.228,1.3775,0.66,0,0,26,1,2,10,"high"
0.16,0.9113,1.116,1,2,26,1,2,10,"low"
0.162,0.8498,1.168,1,2,26,1,2,10,"high"
0.207,0.5626,1.337,0,1,26,1,2,10,"high"
0.154,0.5955,0.749,0,2,26,1,2,10,"high"
0.239,0.999,0.831,1,1,26,1,2,10,"low"
0.271,2.9455,0.757,1,0,26,1,2,10,"low"
0.183,0.8086,0.655,1,2,26,1,2,10,"low"
0.203,1.0467,0.685,0,0,26,1,2,10,"high"
0.197,1.1985,0.789,1,1,26,1,2,10,"low"
0.259,3.2123,0.578,1,0,26,1,2,10,"low"
0.237,1.6472,0.648,0,0,26,1,2,10,"high"
0.252,1.2256,0.521,0,0,26,1,2,10,"high"
0.222,1.9761,0.805,0,0,26,1,2,10,"high"
0.199,0.7213,0.949,1,1,26,1,2,10,"low"
0.239,0.787,0.463,0,1,26,1,2,10,"high"
0.174,0.9722,0.433,1,2,26,1,2,10,"low"
0.248,0.4377,0.934,1,0,26,1,2,10,"low"
0.234,1.4145,0.294,0,0,26,1,2,10,"high"
0.198,1.2903,0.818,1,1,26,1,2,10,"high"
0.229,1.6064,1.073,0,1,26,1,2,10,"low"
0.239,1.1046,0.973,1,1,26,1,2,10,"low"
0.203,1.006,0.935,1,2,26,1,2,10,"high"
0.244,1.1147,0.734,0,1,26,1,2,10,"low"
0.199,2.8906,0.327,0,0,26,1,2,10,"high"
0.206,1.1199,0.488,1,1,26,1,2,10,"low"
0.203,1.8609,0.516,1,1,26,1,2,10,"high"
0.214,2.2059,0.863,1,1,26,1,2,10,"low"
0.22,1.3346,0.53,1,1,26,1,2,10,"high"
0.181,1.4814,0.437,1,1,26,1,2,10,"low"
0.166,1.0746,0.399,1,2,26,1,2,10,"high"
0.152,1.5229,0.886,0,2,26,1,2,10,"high"
0.186,0.9124,0.721,1,2,26,1,2,10,"low"
0.224,2.9352,0.648,0,0,26,1,2,10,"high"
0.164,1.4971,0.832,1,1,26,1,2,10,"low"
0.211,0.8482,0.617,1,0,26,1,2,10,"high"
0.194,1.0195,0.562,1,2,26,1,2,10,"high"
0.212,1.4022,0.57,1,1,26,1,2,10,"high"
0.25,0.6323,0.952,1,2,26,1,2,10,"low"
0.255,2.5806,0.711,0,0,26,1,2,10,"high"
0.176,2.162,0.654,1,1,26,1,2,10,"low"
0.268,1.4043,0.365,1,0,26,1,2,10,"low"
0.169,1.7136,0.768,1,2,26,1,2,10,"low"
0.248,1.8128,0.451,1,0,26,1,2,10,"low"
0.201,1.2631,0.642,1,1,26,1,2,10,"low"
0.245,1.575,0.682,0,0,26,1,2,10,"high"
0.175,-0.4445,0.548,0,0,26,1,2,10,"high"
0.191,0.8542,0.642,1,1,26,1,2,10,"high"
0.225,1.8142,0.621,1,1,26,1,2,10,"high"
0.257,-0.7163,0.984,0,0,26,1,2,10,"high"
0.158,1.6897,0.589,1,1,26,1,2,10,"high"
0.195,0.56,0.59,1,1,26,1,2,10,"low"
0.262,1.7313,0.662,1,0,26,1,2,10,"low"
0.16,1.2203,0.552,0,2,26,1,2,10,"low"
0.204,1.714,0.305,0,0,26,1,2,10,"high"
0.227,0.8769,0.476,1,1,26,1,2,10,"low"
0.216,1.158,0.683,1,2,26,1,2,10,"low"
0.216,0.55,0.579,1,1,26,1,2,10,"low"
0.248,0.7278,0.621,1,1,26,1,2,10,"low"
0.196,0.4763,0.59,1,1,26,1,2,10,"low"
0.192,1.6857,0.761,1,1,26,1,2,10,"low"
0.18,0.7113,0.69,1,1,26,1,2,10,"low"
0.169,1.2426,0.692,1,2,26,1,2,10,"high"
0.166,1.3775,0.822,1,2,26,1,2,10,"low"
0.254,4.1083,0.844,0,0,26,1,2,10,"high"
0.189,0.5565,0.531,1,1,26,1,2,10,"low"
0.241,0.2977,0.58,1,0,26,1,2,10,"low"
0.22,1.3879,0.927,1,1,26,1,2,10,"low"
0.245,1.6102,0.733,1,0,26,1,2,10,"low"
0.239,1.1789,0.788,1,1,26,1,2,10,"low"
0.164,1.1559,0.835,0,2,26,1,2,10,"high"
0.248,0.4576,0.118,0,0,26,1,2,10,"low"
0.196,0.8839,0.61,1,0,26,1,2,10,"low"
0.226,1.8543,0.92,0,1,26,1,2,10,"high"
0.16,1.0734,0.907,0,0,26,1,2,10,"high"
0.177,0.3153,1.178,0,2,26,1,2,10,"high"
0.195,1.5834,0.64,1,1,26,1,2,10,"low"
0.159,0.7277,0.521,1,2,26,1,2,10,"low"
0.163,1.1436,0.423,1,2,26,1,2,10,"low"
0.253,1.4023,0.818,1,0,26,1,2,10,"high"
0.27,-0.4832,0.764,1,0,26,1,2,10,"low"
0.173,1.0445,0.756,1,2,26,1,2,10,"high"
0.224,1.0478,0.682,1,1,26,1,2,10,"low"
0.16,0.9417,0.921,1,2,26,1,2,10,"high"
0.257,1.8145,0.743,1,0,26,1,2,10,"high"
0.183,2.0379,0.711,1,1,26,1,2,10,"low"
0.161,1.1626,0.678,1,1,26,1,2,10,"high"
0.206,1.3764,0.742,1,1,26,1,2,10,"low"
0.186,1.0766,0.467,1,2,26,1,2,10,"high"
0.184,1.3568,0.52,1,1,26,1,2,10,"low"
0.192,1.6389,0.579,1,1,26,1,2,10,"low"
0.268,3.2859,0.846,0,0,26,1,2,10,"high"
0.213,1.2995,0.879,1,2,26,1,2,10,"low"
0.178,1.4174,0.461,0,2,26,1,2,10,"high"
0.181,1.6693,0.531,1,1,26,1,2,10,"low"
0.272,2.6744,0.814,1,0,26,1,2,10,"high"
0.199,0.6574,0.021,0,0,26,1,2,10,"high"
0.167,0.9163,0.68,1,2,26,1,2,10,"low"
0.159,1.435,0.567,1,2,26,1,2,10,"high"
0.222,0.9595,0.707,1,1,26,1,2,10,"high"
0.205,1.7677,0.598,1,1,26,1,2,10,"low"
0.151,0.379,0.583,0,0,26,1,2,10,"high"
0.168,1.334,0.579,1,2,26,1,2,10,"low"
0.177,0.7914,0.911,0,2,26,1,2,10,"high"
0.243,0.0294,0.789,1,0,26,1,2,10,"low"
0.219,1.7365,0.692,1,0,26,1,2,10,"low"
0.172,1.1495,0.506,1,1,26,1,2,10,"low"
0.208,-0.1743,0.599,1,0,26,1,2,10,"low"
0.165,1.4341,0.664,1,2,26,1,2,10,"high"
0.155,1.2831,0.702,1,2,26,1,2,10,"low"
0.263,-0.1535,0.435,1,1,26,1,2,10,"low"
0.163,1.2319,0.475,1,2,26,1,2,10,"low"
0.191,1.2688,0.699,0,2,26,1,2,10,"high"
0.171,0.5707,0.811,1,1,26,1,2,10,"low"
0.176,0.8383,0.848,1,1,26,1,2,10,"low"
0.17,0.7842,0.617,1,2,26,1,2,10,"high"
0.192,1.0769,1,0,0,26,1,2,10,"high"
0.198,0.1594,0.506,1,1,26,1,2,10,"high"
0.192,0.9736,0.6,1,1,26,1,2,10,"high"
0.242,2.5721,0.644,1,0,26,1,2,10,"low"
0.185,0.8361,0.573,0,1,26,1,2,10,"high"
0.202,1.5771,0.634,1,0,26,1,2,10,"low"
0.239,0.6205,0.432,1,1,26,1,2,10,"low"
0.153,0.5909,0.495,0,2,26,1,2,10,"high"
0.271,-0.0471,0.705,1,0,26,1,2,10,"low"
0.181,1.1141,0.434,1,2,26,1,2,10,"high"
0.213,-0.1714,0.841,1,0,26,1,2,10,"low"
0.179,1.4375,0.595,1,2,26,1,2,10,"low"
0.177,1.2642,0.559,1,2,26,1,2,10,"low"
0.167,0.8553,0.585,0,2,26,1,2,10,"high"
0.167,0.2485,1.104,1,1,26,1,2,10,"low"
0.243,0.5524,0.547,1,1,26,1,2,10,"low"
0.186,1.4032,0.83,1,1,26,1,2,10,"low"
0.168,1.336,0.643,1,1,26,1,2,10,"low"
0.229,0.8159,0.619,1,2,26,1,2,10,"low"
0.194,1.5483,0.523,1,2,26,1,2,10,"high"
