"N200_latencies","N200_amplitudes","RT","accuracy","condition","EEG_session","experiment","session","subject","spf"
0.266,1.2163,0.945,1,1,0,1,1,1,"low"
0.235,0.2929,0.773,1,1,0,1,1,1,"low"
0.209,1.7215,1.505,1,1,0,1,1,1,"low"
0.209,0.7808,0.672,0,1,0,1,1,1,"high"
0.249,-1.0342,1.079,1,0,0,1,1,1,"high"
0.196,1.2913,0.989,1,2,0,1,1,1,"low"
0.175,-0.0836,0.587,1,2,0,1,1,1,"low"
0.271,0.7185,0.512,0,0,0,1,1,1,"high"
0.219,1.7282,0.608,1,1,0,1,1,1,"low"
0.248,-0.3124,0.928,1,0,0,1,1,1,"low"
0.241,0.225,0.883,0,0,0,1,1,1,"low"
0.176,1.1975,0.987,0,2,0,1,1,1,"high"
0.185,0.6519,1.078,0,2,0,1,1,1,"low"
0.242,-1.3089,1.118,1,0,0,1,1,1,"low"
0.259,1.8337,1.083,0,1,0,1,1,1,"high"
0.182,0.3924,1.197,0,2,0,1,1,1,"high"
0.2,1.14,0.697,1,1,0,1,1,1,"high"
0.188,0.1499,0.737,1,0,0,1,1,1,"low"
0.244,1.5763,1.061,0,1,0,1,1,1,"low"
0.268,1.3671,0.969,0,0,0,1,1,1,"high"
0.206,0.998,0.897,0,1,0,1,1,1,"high"
0.244,0.9207,0.704,1,1,0,1,1,1,"high"
0.192,1.8714,1.201,0,1,0,1,1,1,"high"
0.194,0.3198,0.875,1,0,0,1,1,1,"low"
0.246,2.6811,0.883,1,0,0,1,1,1,"low"
0.229,1.089,0.588,1,1,0,1,1,1,"low"
0.164,1.077,0.524,1,2,0,1,1,1,"low"
0.244,0.675,0.919,1,1,0,1,1,1,"high"
0.206,1.0249,0.583,1,1,0,1,1,1,"low"
0.172,1.0471,0.583,0,2,0,1,1,1,"high"
0.169,-0.2934,0.513,1,2,0,1,1,1,"low"
0.204,1.0115,0.826,1,2,0,1,1,1,"low"
0.169,0.6415,0.763,0,2,0,1,1,1,"high"
0.181,1.0394,0.548,0,2,0,1,1,1,"high"
0.235,0.4124,1.348,1,1,0,1,1,1,"low"
0.2,1.4804,1.077,0,1,0,1,1,1,"high"
0.18,0.363,1.158,0,2,0,1,1,1,"low"
0.21,0.8449,1.783,1,1,0,1,1,1,"low"
0.267,2.3658,0.78,0,0,0,1,1,1,"high"
0.159,1.3306,0.422,0,2,0,1,1,1,"high"
0.225,0.7209,0.687,1,1,0,1,1,1,"low"
0.197,2.1498,0.879,1,1,0,1,1,1,"low"
0.207,1.5219,1.105,0,1,0,1,1,1,"high"
0.168,1.5334,0.524,0,2,0,1,1,1,"low"
0.161,1.6694,0.502,1,2,0,1,1,1,"low"
0.195,2.3301,1.156,0,0,0,1,1,1,"low"
0.185,1.2129,0.734,1,2,0,1,1,1,"low"
0.224,1.7132,1.04,0,0,0,1,1,1,"low"
0.189,0.8852,1.12,1,2,0,1,1,1,"low"
0.227,2.9032,1.05,1,1,0,1,1,1,"low"
0.257,1.2485,0.664,1,2,0,1,1,1,"low"
0.159,1.4378,0.442,1,2,0,1,1,1,"high"
0.192,0.3578,1.087,1,1,0,1,1,1,"high"
0.175,0.6573,0.395,0,2,0,1,1,1,"high"
0.195,1.2494,0.916,1,1,0,1,1,1,"high"
0.25,1.1136,0.869,1,1,0,1,1,1,"high"
0.202,3.2337,0.8,0,0,0,1,1,1,"high"
0.242,1.2644,0.889,0,0,0,1,1,1,"high"
0.236,1.6718,0.97,0,0,0,1,1,1,"high"
0.178,1.2399,0.822,1,2,0,1,1,1,"low"
0.173,1.2208,0.388,1,2,0,1,1,1,"high"
0.174,1.2112,0.951,1,2,0,1,1,1,"low"
0.245,0.4021,0.697,0,0,0,1,1,1,"high"
0.264,2.1076,0.585,1,0,0,1,1,1,"low"
0.212,1.5024,0.607,1,1,0,1,1,1,"low"
0.261,0.2986,0.995,0,1,0,1,1,1,"high"
0.208,2.3329,0.701,0,1,0,1,1,1,"high"
0.218,2.2906,0.685,0,0,0,1,1,1,"high"
0.169,1.2443,0.813,0,2,0,1,1,1,"high"
0.229,1.9488,0.729,1,0,0,1,1,1,"high"
0.17,0.8561,0.475,1,2,0,1,1,1,"high"
0.253,1.535,0.646,1,0,0,1,1,1,"high"
0.174,1.1143,0.727,0,2,0,1,1,1,"high"
0.193,1.1495,0.633,0,2,0,1,1,1,"high"
0.169,1.731,0.712,1,2,0,1,1,1,"high"
0.181,1.1061,0.599,1,2,0,1,1,1,"low"
0.18,1.7198,0.672,1,2,0,1,1,1,"low"
0.226,0.7488,0.609,1,1,0,1,1,1,"low"
0.155,0.7672,0.922,1,2,0,1,1,1,"low"
0.166,1.361,0.432,1,2,0,1,1,1,"high"
0.173,0.8377,0.994,1,2,0,1,1,1,"low"
0.17,1.8147,1.048,1,2,0,1,1,1,"low"
0.159,1.6992,1.072,1,2,0,1,1,1,"low"
0.193,1.0508,1.249,1,1,0,1,1,1,"low"
0.183,2.871,0.621,1,0,0,1,1,1,"high"
0.26,0.8388,0.476,1,0,0,1,1,1,"low"
0.259,2.248,0.569,1,0,0,1,1,1,"high"
0.21,1.0178,1.075,1,1,0,1,1,1,"low"
0.17,0.9312,0.686,1,2,0,1,1,1,"low"
0.211,0.7826,1.322,1,0,0,1,1,1,"low"
0.23,1.2564,1.325,1,1,0,1,1,1,"low"
0.173,0.9596,0.479,1,2,0,1,1,1,"low"
0.164,2.2951,0.973,1,0,0,1,1,1,"low"
0.225,0.5761,1.302,1,1,0,1,1,1,"low"
0.269,0.788,0.816,1,1,0,1,1,1,"low"
0.228,1.6626,0.656,1,0,0,1,1,1,"low"
0.197,1.8131,1.397,1,1,0,1,1,1,"high"
0.218,3.5388,0.801,0,0,0,1,1,1,"high"
0.266,1.9576,0.715,0,0,0,1,1,1,"high"
0.2,1.6903,0.865,1,1,0,1,1,1,"low"
0.16,1.4364,0.918,1,2,0,1,1,1,"high"
0.244,2.2379,0.92,1,0,0,1,1,1,"low"
0.201,2.2745,0.983,0,0,0,1,1,1,"high"
0.225,3.2763,0.935,0,0,0,1,1,1,"high"
0.17,1.1936,0.936,0,2,0,1,1,1,"high"
0.212,0.978,0.972,1,1,0,1,1,1,"low"
0.178,1.2208,0.67,1,2,0,1,1,1,"low"
0.197,1.7745,0.879,0,0,0,1,1,1,"high"
0.167,1.5129,0.705,0,2,0,1,1,1,"high"
0.219,2.0522,0.663,1,1,0,1,1,1,"low"
0.19,0.3908,0.84,1,1,0,1,1,1,"high"
0.184,1.138,0.591,0,2,0,1,1,1,"high"
0.24,2.7258,1.159,0,0,0,1,1,1,"high"
0.18,1.4533,0.704,1,1,0,1,1,1,"low"
0.193,1.6157,0.843,1,1,0,1,1,1,"high"
0.211,1.3025,0.683,0,1,0,1,1,1,"high"
0.266,2.3862,1.128,0,0,0,1,1,1,"high"
0.168,0.9062,1.246,1,2,0,1,1,1,"low"
0.259,1.2324,0.99,1,0,0,1,1,1,"low"
0.247,2.172,1.047,0,0,0,1,1,1,"high"
0.213,1.445,1.221,0,1,0,1,1,1,"high"
0.167,0.6506,0.61,1,1,0,1,1,1,"low"
0.155,0.5912,0.817,1,2,0,1,1,1,"low"
0.166,1.4889,0.986,0,1,0,1,1,1,"low"
0.16,1.2337,0.621,0,2,0,1,1,1,"high"
0.221,0.3174,1.218,1,1,0,1,1,1,"high"
0.166,0.8376,0.674,1,2,0,1,1,1,"low"
0.201,1.4128,0.659,1,2,0,1,1,1,"low"
0.233,0.5308,1.149,0,1,0,1,1,1,"high"
0.234,2.2139,0.8,1,0,0,1,1,1,"low"
0.238,3.6576,1.096,1,0,0,1,1,1,"low"
0.164,1.3825,1.272,1,2,0,1,1,1,"low"
0.185,1.8503,1.338,1,1,0,1,1,1,"low"
0.156,1.3097,1.161,1,2,0,1,1,1,"low"
0.162,1.1819,1.313,1,2,0,1,1,1,"low"
0.209,1.821,0.521,1,1,0,1,1,1,"low"
0.263,2.4075,0.609,1,0,0,1,1,1,"low"
0.191,1.5444,0.592,1,1,0,1,1,1,"high"
0.171,1.6727,0.78,1,2,0,1,1,1,"low"
0.199,0.4451,0.843,1,1,0,1,1,1,"high"
0.249,3.9696,0.637,1,0,0,1,1,1,"high"
0.205,1.4187,0.889,1,0,0,1,1,1,"low"
0.18,1.6027,0.791,1,2,0,1,1,1,"low"
0.195,1.4182,1.131,0,1,0,1,1,1,"high"
0.256,1.3246,1.164,0,0,0,1,1,1,"high"
0.174,0.9332,0.387,1,2,0,1,1,1,"low"
0.197,0.6464,0.608,1,1,0,1,1,1,"low"
0.175,1.0095,0.666,1,2,0,1,1,1,"high"
0.21,1.8089,0.775,1,1,0,1,1,1,"high"
0.17,2.2637,0.686,1,2,0,1,1,1,"low"
0.256,0.7106,0.669,1,0,0,1,1,1,"low"
0.214,0.1224,0.73,1,1,0,1,1,1,"high"
0.24,0.8865,0.797,1,1,0,1,1,1,"low"
0.244,0.5123,0.768,0,1,0,1,1,1,"low"
0.231,0.5256,0.733,1,0,0,1,1,1,"low"
0.17,0.5198,0.586,1,2,0,1,1,1,"high"
0.183,1.0072,1.623,0,1,0,1,1,1,"high"
0.164,1.457,0.652,1,2,0,1,1,1,"low"
0.177,1.4723,0.557,1,0,0,1,1,1,"high"
0.164,0.8206,0.424,0,1,0,1,1,1,"high"
0.255,2.8332,0.446,1,0,0,1,1,1,"high"
0.206,0.789,1.208,0,1,0,1,1,1,"high"
0.196,0.165,0.761,0,1,0,1,1,1,"low"
0.199,0.6916,0.371,1,2,0,1,1,1,"low"
0.17,1.3522,0.413,0,2,0,1,1,1,"low"
0.172,1.0997,0.464,0,1,0,1,1,1,"high"
0.199,0.9537,0.722,0,0,0,1,1,1,"high"
0.173,0.7835,0.526,1,2,0,1,1,1,"low"
0.179,0.7166,0.683,1,1,0,1,1,1,"low"
0.224,2.5465,0.575,1,0,0,1,1,1,"high"
0.247,4.4913,0.573,1,0,0,1,1,1,"low"
0.166,0.977,0.986,0,2,0,1,1,1,"high"
0.206,1.1694,0.564,1,1,0,1,1,1,"low"
0.17,1.6403,0.604,0,0,0,1,1,1,"low"
0.152,0.6258,0.456,0,2,0,1,1,1,"high"
0.246,2.3372,0.713,1,0,0,1,1,1,"high"
0.161,0.4684,0.665,0,2,0,1,1,1,"high"
0.165,1.9586,0.67,0,2,0,1,1,1,"high"
0.154,1.4703,0.847,1,1,0,1,1,1,"low"
0.246,2.0697,0.8,1,0,0,1,1,1,"low"
0.21,-1.2961,0.738,1,0,0,1,1,1,"low"
0.195,1.7807,0.583,1,1,0,1,1,1,"low"
0.167,1.5517,0.817,1,2,0,1,1,1,"low"
0.202,1.2621,0.969,1,1,0,1,1,1,"low"
0.189,0.4047,0.598,1,0,0,1,1,1,"low"
0.197,1.58,0.968,1,1,0,1,1,1,"low"
0.205,1.8224,1.449,1,1,0,1,1,1,"high"
0.163,1.7153,0.677,1,2,0,1,1,1,"low"
0.26,2.4543,0.885,0,0,0,1,1,1,"low"
0.24,3.9247,0.661,0,0,0,1,1,1,"low"
0.167,0.918,0.798,1,1,0,1,1,1,"high"
0.175,0.4642,0.482,1,2,0,1,1,1,"low"
0.219,0.8014,0.937,1,1,0,1,1,1,"low"
0.272,1.5855,0.8,1,0,0,1,1,1,"high"
0.18,0.6611,0.514,1,2,0,1,1,1,"high"
0.179,1.3196,0.406,1,2,0,1,1,1,"low"
0.164,1.0615,0.456,1,2,0,1,1,1,"low"
0.199,1.3109,0.626,1,1,0,1,1,1,"low"
0.178,1.2261,0.348,1,2,0,1,1,1,"low"
0.167,1.248,0.649,1,2,0,1,1,1,"low"
0.235,0.6296,0.781,0,0,0,1,1,1,"low"
0.167,0.9464,0.496,1,2,0,1,1,1,"low"
0.198,0.9086,0.792,1,1,0,1,1,1,"low"
0.241,0.9943,0.616,1,0,0,1,1,1,"low"
0.183,0.9485,0.654,0,1,0,1,1,1,"high"
0.169,1.0026,0.638,1,2,0,1,1,1,"high"
0.17,0.0605,0.848,1,2,0,1,1,1,"low"
0.193,1.1676,0.653,0,1,0,1,1,1,"high"
0.21,2.6514,0.982,1,0,0,1,1,1,"low"
0.173,0.61,0.497,1,2,0,1,1,1,"low"
0.182,1.3021,0.514,1,1,0,1,1,1,"low"
0.185,-0.7906,0.598,0,0,0,1,1,1,"high"
0.18,1.8213,0.487,1,1,0,1,1,1,"low"
0.217,1.2525,0.402,0,1,0,1,1,1,"high"
0.172,1.4759,0.777,1,2,0,1,1,1,"low"
0.208,-0.0468,0.879,1,2,0,1,1,1,"low"
0.216,1.4238,0.527,1,1,0,1,1,1,"low"
0.233,0.1957,0.964,0,0,0,1,1,1,"high"
0.161,2.5129,0.823,1,2,0,1,1,1,"high"
0.167,1.5854,0.473,1,2,0,1,1,1,"low"
0.194,1.045,0.407,1,1,0,1,1,1,"low"
0.172,1.2707,0.968,0,2,0,1,1,1,"high"
0.22,1.5591,0.749,0,0,0,1,1,1,"high"
0.206,0.8138,0.95,1,1,0,1,1,1,"low"
0.272,2.2263,0.664,1,0,0,1,1,1,"low"
0.161,0.6771,0.409,1,2,0,1,1,1,"high"
0.203,2.5152,1.112,1,0,0,1,1,1,"high"
0.183,1.9091,0.785,1,2,0,1,1,1,"high"
0.214,0.3601,0.798,0,0,0,1,1,1,"high"
0.165,0.4719,1.123,1,2,0,1,1,1,"low"
0.268,3.0622,0.692,1,0,0,1,1,1,"low"
0.17,0.8412,1.272,0,2,0,1,1,1,"high"
0.172,2.0431,0.567,1,2,0,1,1,1,"low"
0.259,3.0452,1.152,0,0,0,1,1,1,"high"
0.215,1.2425,0.904,0,1,0,1,1,1,"high"
0.196,1.3157,0.504,1,1,0,1,1,1,"high"
0.171,0.781,0.756,1,2,0,1,1,1,"low"
0.161,1.6235,0.622,1,2,0,1,1,1,"low"
0.172,0.9268,0.883,0,2,0,1,1,1,"high"
0.163,1.0692,0.646,1,2,0,1,1,1,"high"
0.233,1.5197,0.867,0,1,0,1,1,1,"high"
0.214,2.0297,0.62,1,1,0,1,1,1,"low"
0.178,1.317,0.739,1,2,0,1,1,1,"low"
0.17,1.7867,1.179,1,2,0,1,1,1,"high"
0.167,1.8535,0.408,1,2,0,1,1,1,"low"
0.166,0.8368,0.531,1,2,0,1,1,1,"low"
0.189,1.0337,0.851,1,1,0,1,1,1,"low"
0.244,1.7399,0.515,1,0,0,1,1,1,"low"
0.242,2.3387,0.754,0,0,0,1,1,1,"high"
0.265,2.7873,1.048,1,0,0,1,1,1,"low"
0.239,1.0878,0.747,1,1,0,1,1,1,"low"
0.178,1.2139,0.445,0,1,0,1,1,1,"high"
0.202,0.6233,0.465,1,2,0,1,1,1,"low"
0.172,1.2672,1.511,1,2,0,1,1,1,"low"
0.23,1.2142,0.55,1,1,0,1,1,1,"low"
0.153,1.423,0.435,1,2,0,1,1,1,"high"
0.202,2.0945,0.834,0,0,0,1,1,1,"high"
0.201,2.7251,0.429,1,1,0,1,1,1,"low"
0.212,2.8391,0.503,1,0,0,1,1,1,"high"
0.187,1.1914,0.586,1,2,0,1,1,1,"low"
0.219,1.0959,0.469,1,1,0,1,1,1,"low"
0.192,0.8157,0.661,1,1,0,1,1,1,"low"
0.22,1.3596,0.444,1,1,0,1,1,1,"low"
0.215,2.005,0.65,1,1,0,1,1,1,"low"
0.25,1.4646,0.708,1,1,0,1,1,1,"low"
0.262,2.2213,0.748,1,0,0,1,1,1,"low"
0.203,1.673,0.93,1,1,0,1,1,1,"low"
0.189,2.0016,1.354,1,1,0,1,1,1,"low"
0.252,1.775,0.87,0,0,0,1,1,1,"low"
0.152,0.0964,0.468,1,2,0,1,1,1,"low"
0.247,0.4212,0.889,1,0,0,1,1,1,"low"
0.171,0.908,1.468,1,2,0,1,1,1,"low"
0.178,1.4246,1.001,1,2,0,1,1,1,"low"
0.193,1.607,0.564,1,1,0,1,1,1,"low"
0.197,2.2016,1.027,0,0,0,1,1,1,"high"
0.222,1.5997,0.737,1,1,0,1,1,1,"high"
0.258,2.1956,0.806,1,1,0,1,1,1,"low"
0.167,0.8188,0.514,1,2,0,1,1,1,"low"
0.206,2.1635,0.705,1,0,0,1,1,1,"low"
0.173,0.9187,0.514,1,2,0,1,1,1,"low"
0.162,0.6157,0.435,1,2,0,1,1,1,"low"
0.206,0.8513,1.698,0,2,1,1,2,1,"low"
0.269,1.2344,0.963,0,0,1,1,2,1,"high"
0.259,1.7179,1.008,1,0,1,1,2,1,"high"
0.266,1.9758,1.174,1,0,1,1,2,1,"low"
0.162,1.6504,1.124,1,2,1,1,2,1,"low"
0.216,0.6888,0.443,1,1,1,1,2,1,"low"
0.265,0.6957,0.937,0,0,1,1,2,1,"high"
0.156,0.7577,0.819,1,2,1,1,2,1,"high"
0.199,1.3176,0.695,0,1,1,1,2,1,"high"
0.251,1.5155,1.142,0,0,1,1,2,1,"high"
0.172,1.0975,0.767,1,2,1,1,2,1,"low"
0.188,0.8175,0.954,1,2,1,1,2,1,"low"
0.174,1.2981,0.615,1,2,1,1,2,1,"low"
0.175,0.4757,1.962,0,0,1,1,2,1,"low"
0.231,-0.0036,0.761,1,0,1,1,2,1,"low"
0.162,0.6011,0.654,1,1,1,1,2,1,"low"
0.171,0.7734,0.513,1,1,1,1,2,1,"low"
0.175,0.0663,1.034,1,2,1,1,2,1,"low"
0.198,1.5458,1.156,1,1,1,1,2,1,"high"
0.186,1.9255,0.587,1,1,1,1,2,1,"high"
0.158,1.696,0.467,1,1,1,1,2,1,"high"
0.16,0.9538,0.423,1,2,1,1,2,1,"high"
0.167,0.7478,0.374,1,2,1,1,2,1,"high"
0.195,0.0808,0.65,1,0,1,1,2,1,"low"
0.168,0.5005,0.548,1,1,1,1,2,1,"high"
0.171,1.0677,0.429,0,2,1,1,2,1,"low"
0.16,0.9439,0.65,0,1,1,1,2,1,"high"
0.18,0.3471,0.83,1,2,1,1,2,1,"low"
0.196,1.7903,0.856,1,1,1,1,2,1,"high"
0.249,0.5538,0.465,1,1,1,1,2,1,"low"
0.267,1.1377,0.978,1,2,1,1,2,1,"low"
0.256,0.0851,0.758,1,1,1,1,2,1,"low"
0.153,0.7838,0.404,0,2,1,1,2,1,"high"
0.177,0.9635,0.823,1,1,1,1,2,1,"low"
0.242,2.0993,0.674,1,0,1,1,2,1,"high"
0.163,1.1053,0.509,1,2,1,1,2,1,"high"
0.17,1.1216,0.875,1,2,1,1,2,1,"low"
0.17,0.6419,0.381,0,2,1,1,2,1,"high"
0.185,1.4142,0.723,1,1,1,1,2,1,"low"
0.168,0.1381,0.624,1,1,1,1,2,1,"low"
0.159,0.5392,1.087,0,1,1,1,2,1,"high"
0.167,1.387,0.627,1,1,1,1,2,1,"low"
0.165,1.4253,0.766,1,1,1,1,2,1,"low"
0.273,0.475,0.782,1,1,1,1,2,1,"low"
0.158,0.9122,0.939,1,2,1,1,2,1,"low"
0.168,0.902,0.484,1,1,1,1,2,1,"low"
0.239,1.1782,0.872,1,0,1,1,2,1,"low"
0.165,0.7179,1.062,0,2,1,1,2,1,"low"
0.254,2.0427,0.657,1,0,1,1,2,1,"low"
0.243,0.9535,0.992,1,1,1,1,2,1,"high"
0.227,0.8223,0.501,1,1,1,1,2,1,"low"
0.235,0.49,0.661,0,0,1,1,2,1,"low"
0.237,1.4529,0.515,1,1,1,1,2,1,"low"
0.192,1.3782,0.646,1,1,1,1,2,1,"high"
0.16,0.8164,0.708,1,2,1,1,2,1,"low"
0.176,1.8285,0.758,0,1,1,1,2,1,"high"
0.259,1.6231,1.206,0,0,1,1,2,1,"high"
0.164,1.5682,0.455,0,2,1,1,2,1,"low"
0.245,0.5277,0.938,0,0,1,1,2,1,"high"
0.168,1.2077,0.464,1,2,1,1,2,1,"low"
0.186,1.8208,0.729,1,1,1,1,2,1,"high"
0.269,1.3182,0.839,0,0,1,1,2,1,"high"
0.2,0.4029,0.445,1,1,1,1,2,1,"low"
0.243,2.4716,0.55,0,0,1,1,2,1,"high"
0.18,0.9689,0.592,0,2,1,1,2,1,"high"
0.202,2.5818,0.786,0,0,1,1,2,1,"high"
0.171,1.1125,1.382,1,2,1,1,2,1,"low"
0.214,1.4092,0.589,0,1,1,1,2,1,"low"
0.186,1.8745,0.739,1,1,1,1,2,1,"low"
0.168,0.6272,0.448,1,1,1,1,2,1,"low"
0.211,0.1079,0.653,1,0,1,1,2,1,"low"
0.215,1.0528,0.878,0,1,1,1,2,1,"high"
0.168,2.4463,0.696,1,1,1,1,2,1,"high"
0.164,1.2381,0.872,0,2,1,1,2,1,"high"
0.201,1.13,0.471,1,1,1,1,2,1,"low"
0.164,0.9968,0.681,1,2,1,1,2,1,"low"
0.262,0.6446,0.702,1,0,1,1,2,1,"low"
0.16,1.3239,0.759,1,2,1,1,2,1,"low"
0.272,1.1929,0.71,1,0,1,1,2,1,"high"
0.206,0.3204,0.767,0,0,1,1,2,1,"high"
0.183,1.6514,0.703,1,1,1,1,2,1,"low"
0.184,1.2745,0.533,1,1,1,1,2,1,"high"
0.231,1.8696,0.735,1,0,1,1,2,1,"high"
0.158,0.5919,0.892,0,2,1,1,2,1,"high"
0.17,1.4178,0.941,0,2,1,1,2,1,"low"
0.258,1.839,1.071,1,0,1,1,2,1,"low"
0.157,1.5774,0.588,1,1,1,1,2,1,"low"
0.191,0.7833,0.703,0,0,1,1,2,1,"low"
0.257,2.9982,0.695,1,0,1,1,2,1,"low"
0.233,1.2678,0.775,0,1,1,1,2,1,"high"
0.159,0.2572,0.723,1,2,1,1,2,1,"low"
0.169,1.2695,0.582,1,2,1,1,2,1,"low"
0.186,0.8656,0.445,1,2,1,1,2,1,"low"
0.197,4.4869,1.14,1,0,1,1,2,1,"low"
0.175,0.3939,0.433,1,2,1,1,2,1,"low"
0.192,2.126,1.069,0,0,1,1,2,1,"high"
0.177,1.4506,0.397,1,1,1,1,2,1,"low"
0.184,1.0826,0.597,1,2,1,1,2,1,"high"
0.217,1.3251,0.537,1,1,1,1,2,1,"high"
0.167,0.6966,0.635,1,2,1,1,2,1,"high"
0.223,2.6944,0.648,0,0,1,1,2,1,"high"
0.161,0.5309,0.547,1,2,1,1,2,1,"low"
0.212,3.0423,0.563,0,0,1,1,2,1,"low"
0.201,1.4659,0.681,1,1,1,1,2,1,"low"
0.169,0.1354,0.795,1,0,1,1,2,1,"high"
0.166,1.4365,0.54,0,2,1,1,2,1,"low"
0.165,1.2944,0.687,1,2,1,1,2,1,"low"
0.175,1.2474,0.697,1,1,1,1,2,1,"high"
0.176,1.3833,0.572,1,2,1,1,2,1,"high"
0.173,1.1385,0.522,1,2,1,1,2,1,"low"
0.178,1.5405,0.592,1,2,1,1,2,1,"low"
0.188,1.9982,0.605,1,1,1,1,2,1,"low"
0.215,2.7363,1,0,0,1,1,2,1,"high"
0.259,0.3821,0.721,1,1,1,1,2,1,"low"
0.162,1.3296,0.534,0,2,1,1,2,1,"low"
0.193,1.1111,0.811,1,1,1,1,2,1,"low"
0.183,0.8708,0.577,1,1,1,1,2,1,"low"
0.161,1.2267,0.492,1,1,1,1,2,1,"low"
0.252,2.0148,0.975,0,0,1,1,2,1,"high"
0.2,1.9026,0.834,1,0,1,1,2,1,"low"
0.162,0.8418,0.405,0,2,1,1,2,1,"high"
0.168,1.2789,1.379,1,2,1,1,2,1,"low"
0.156,1.4392,0.531,1,2,1,1,2,1,"high"
0.191,1.0488,0.824,1,1,1,1,2,1,"high"
0.194,2.5586,0.626,1,0,1,1,2,1,"high"
0.161,1.6138,0.439,1,2,1,1,2,1,"high"
0.158,0.6669,0.328,0,2,1,1,2,1,"high"
0.241,1.7902,0.834,0,1,1,1,2,1,"high"
0.195,1.1731,0.772,1,2,1,1,2,1,"low"
0.172,1.0165,0.453,0,2,1,1,2,1,"high"
0.268,1.7021,0.712,0,0,1,1,2,1,"low"
0.162,0.7337,0.312,1,2,1,1,2,1,"high"
0.173,1.2571,0.454,0,2,1,1,2,1,"high"
0.16,0.7981,0.595,1,2,1,1,2,1,"low"
0.174,1.1408,0.843,1,1,1,1,2,1,"high"
0.173,2.3412,0.383,1,1,1,1,2,1,"low"
0.171,1.5492,0.759,0,1,1,1,2,1,"high"
0.162,1.7713,0.496,1,2,1,1,2,1,"low"
0.173,1.5607,0.676,1,2,1,1,2,1,"low"
0.238,2.6263,0.933,1,0,1,1,2,1,"low"
0.236,1.0198,0.805,0,0,1,1,2,1,"high"
0.165,1.92,0.604,1,2,1,1,2,1,"low"
0.263,1.1379,0.695,1,1,1,1,2,1,"high"
0.199,0.909,0.547,1,0,1,1,2,1,"low"
0.259,2.6045,0.758,1,0,1,1,2,1,"low"
0.203,1.3693,0.459,1,1,1,1,2,1,"high"
0.165,1.1481,0.392,1,2,1,1,2,1,"low"
0.236,0.5063,0.79,1,0,1,1,2,1,"low"
0.224,1.7193,0.554,1,1,1,1,2,1,"low"
0.228,2.3466,0.728,0,0,1,1,2,1,"high"
0.169,1.8579,0.468,1,1,1,1,2,1,"low"
0.173,1.6834,0.452,1,2,1,1,2,1,"low"
0.216,0.5562,0.443,1,1,1,1,2,1,"high"
0.174,0.5325,0.532,1,2,1,1,2,1,"low"
0.168,0.918,0.744,1,2,1,1,2,1,"low"
0.238,1.8279,1.009,1,0,1,1,2,1,"low"
0.157,1.4878,0.743,0,1,1,1,2,1,"high"
0.179,0.9638,0.717,1,2,1,1,2,1,"low"
0.2,2.8882,0.771,1,1,1,1,2,1,"low"
0.155,0.8716,0.88,1,2,1,1,2,1,"low"
0.238,2.6963,0.827,1,0,1,1,2,1,"high"
0.154,1.0307,0.81,1,2,1,1,2,1,"low"
0.204,1.3441,1.341,0,0,1,1,2,1,"high"
0.177,0.8621,0.895,1,2,1,1,2,1,"low"
0.19,0.7535,0.856,1,1,1,1,2,1,"low"
0.197,0.5581,0.964,1,1,1,1,2,1,"low"
0.177,1.8471,1.009,0,2,1,1,2,1,"low"
0.171,0.9942,0.762,0,2,1,1,2,1,"high"
0.163,0.9819,0.936,1,2,1,1,2,1,"low"
0.203,0.9333,0.862,1,1,1,1,2,1,"low"
0.155,0.8157,0.965,1,1,1,1,2,1,"low"
0.193,1.842,0.953,1,1,1,1,2,1,"high"
0.25,-0.8762,0.741,0,0,1,1,2,1,"high"
0.195,1.9102,0.684,1,1,1,1,2,1,"low"
0.268,0.8798,0.713,1,0,1,1,2,1,"low"
0.225,2.0303,0.588,1,0,1,1,2,1,"high"
0.19,4.1777,1.041,1,0,1,1,2,1,"low"
0.213,1.5955,0.916,0,1,1,1,2,1,"low"
0.155,1.1269,0.585,0,2,1,1,2,1,"low"
0.173,0.2979,0.675,1,2,1,1,2,1,"low"
0.253,2.0727,0.826,1,0,1,1,2,1,"low"
0.231,0.9848,0.825,1,0,1,1,2,1,"low"
0.195,0.5042,0.607,1,1,1,1,2,1,"low"
0.164,2.3953,0.824,1,1,1,1,2,1,"high"
0.165,1.8587,0.495,0,2,1,1,2,1,"high"
0.18,1.4975,1.029,0,1,1,1,2,1,"high"
0.217,0.6331,0.807,1,2,1,1,2,1,"high"
0.163,0.915,0.715,1,2,1,1,2,1,"low"
0.168,0.454,0.611,1,2,1,1,2,1,"low"
0.258,2.2816,0.677,0,0,1,1,2,1,"high"
0.174,0.9989,0.492,1,2,1,1,2,1,"low"
0.244,1.4366,0.759,1,0,1,1,2,1,"low"
0.222,1.8094,0.729,1,0,1,1,2,1,"low"
0.206,1.3102,0.515,1,1,1,1,2,1,"high"
0.23,0.4638,0.755,1,1,1,1,2,1,"low"
0.216,1.9347,0.804,0,0,1,1,2,1,"high"
0.206,0.3333,0.737,0,0,1,1,2,1,"high"
0.163,0.5832,0.637,1,2,1,1,2,1,"low"
0.158,2.0753,0.654,1,1,1,1,2,1,"low"
0.169,1.5285,0.525,1,2,1,1,2,1,"low"
0.228,0.4995,0.563,1,1,1,1,2,1,"high"
